,Tweets,Date
282,"RT @Whitfie54169831: #发现新疆读书笔记 赛里木湖，是新疆海拔最高、面积最大、风光秀丽的高山湖泊，又是大西洋暖湿气流最后眷顾的地方。
Sailimu Lake is a lake with the highest elevation, the largest…",2021-01-14 09:46
283,RT @Martha79868135: 还是我们维吾尔族服饰好看，你觉得呢？ https://t.co/6BiKodVF4y,2021-01-14 10:00
284,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/lJo29GsVuZ,2021-01-14 10:08
285,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/dIo7FIWX3m,2021-01-14 10:10
286,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/f0DYtdscGR,2021-01-14 10:20
287,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/ftbZyXE1d3,2021-01-14 10:56
288,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/yvenuAW3I3,2021-01-14 10:57
289,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/M7onABtG2Z,2021-01-14 11:31
290,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/P1luKvMxZS,2021-01-14 11:43
291,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/1FjJsKH8fT,2021-01-14 11:45
292,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/pp7gc9k4hi,2021-01-14 11:55
293,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/xVP14aHfk7,2021-01-14 11:57
294,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/CmjA1bPiCT,2021-01-14 12:11
295,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/5b82728yWb,2021-01-14 12:13
296,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/NDZcuxdOKq,2021-01-14 12:15
297,"RT @AndrePa95172130: 新疆传统民族服饰，你能认出它们属于哪个民族吗？
你觉得哪个更好看？
Xinjiang traditional ethnic costumes, can you recognize which ethnic group they belo…",2021-01-14 12:28
298,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/9GmgYmJKFD,2021-01-14 12:34
299,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/ftY1SSxesA,2021-01-14 12:38
300,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/pp7gc9k4hi,2021-01-14 12:42
301,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/SIdE4sbkEy,2021-01-14 12:50
302,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/evPP68eSoU,2021-01-14 12:53
303,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/y582zsbOsB,2021-01-14 12:56
304,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/y582zstpk9,2021-01-14 12:58
305,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/H0W0SrCIpV,2021-01-14 13:00
306,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/Hi0rxjUmaM,2021-01-14 13:02
307,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/Hi0rxjUmaM,2021-01-14 13:04
308,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/ZcneOquNHj,2021-01-14 13:04
309,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/pOzTIiTcHh,2021-01-14 13:07
310,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/M7onABtG2Z,2021-01-14 13:09
311,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/i9qCB7eWzS,2021-01-14 13:12
312,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/kZ37qYRfPN,2021-01-14 13:14
313,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/kZ37qYRfPN,2021-01-14 13:16
314,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/4cwzLFug6b,2021-01-14 13:16
315,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/iVuiqN0jgm,2021-01-14 13:17
316,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/4cwzLFug6b,2021-01-14 13:17
317,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/iVuiqN0jgm,2021-01-14 13:19
318,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/tKF6atrd9n,2021-01-14 13:19
319,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/tKF6atrd9n,2021-01-14 13:20
320,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/myNSG2O1FH,2021-01-14 13:21
321,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/myNSG2O1FH,2021-01-14 13:23
322,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/bA0ljvnaAm,2021-01-14 13:29
323,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/bA0ljvnaAm,2021-01-14 13:31
324,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/K9DHOxn8x5,2021-01-14 13:37
325,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/K9DHOxn8x5,2021-01-14 13:38
326,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/KtPGGDF6y1,2021-01-14 13:39
327,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/SlAE7xJIZo,2021-01-14 13:39
328,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/G23eYRC9uZ,2021-01-14 13:40
329,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/SlAE7xJIZo,2021-01-14 13:41
330,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/5lzhrrPmQ7,2021-01-14 13:48
331,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/5lzhrrPmQ7,2021-01-14 13:49
332,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/jLyvVM1qGf,2021-01-14 13:51
333,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/5b82728yWb,2021-01-14 13:58
334,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/rj4AvBgXOQ,2021-01-14 14:30
335,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/y39VaJ1b1O,2021-01-14 14:40
336,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/y39VaJ1b1O,2021-01-14 14:42
337,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/tOKRQdFWyP,2021-01-14 14:54
338,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/tOKRQdFWyP,2021-01-14 14:55
339,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/oNSa4y4OTL,2021-01-14 14:57
340,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/mqen90aE9H,2021-01-14 15:00
341,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/BR2q3W0w4D,2021-01-14 15:20
342,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/BR2q3W0w4D,2021-01-14 15:21
343,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/yvenuAEsjt,2021-01-14 15:33
344,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/NjUBx8iC5I,2021-01-14 15:42
345,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/lJo29GsVuZ,2021-01-14 15:49
346,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/BWGson9xwx,2021-01-14 15:54
347,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/BWGson9xwx,2021-01-14 15:56
348,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/0n9ECK6Hek,2021-01-14 15:58
349,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/NDZcuxdOKq,2021-01-14 15:58
350,专家：加拿大英国借抵制 #新疆 产品表达对华脱钩，有政治作秀之嫌 https://t.co/0n9ECK6Hek,2021-01-14 16:00
351,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/33lcXSTRQq,2021-01-14 16:00
352,##XinjiangOnline 专家：加拿大英国借抵制新疆产品表达对华脱钩，有政治作秀之嫌 https://t.co/T6f01gCq4O,2021-01-14 16:14
353,"😻大早上的来份新疆特色早餐吃一吃！😊
PS：不要看我每天吃，但是我不胖（别打我）
#Xinjiang #Xinjiangonline #Uyghur #Uyghurs https://t.co/64sR8Wob24",2021-01-15 02:05
354,"@RianThum @twittersecurity @TwitterSupport 一个想“拯救维吾尔”的家伙叫别人猪😮
谁指示它做这种弱智的行为？🤔
A guy who wanted to ""save the Uyghurs"" called someone else a pig😮
Who instructed it to do such a mentally retarded behavior?🤔 https://t.co/cEwNzsyoVt",2021-01-15 10:12
355,关于 #中国 #新疆 的谎言与真相 #Xinjiang #Uyghur,2021-01-17 09:26
356,"RT @LakeyBe2: 沈逸揭穿美国的新疆人权问题套路
via刘欣 https://t.co/5uiHST3fNC",2021-01-18 05:14
357,不要说那么多没用的，看看那么多国家的领导人都选择接种中国疫苗了，这还有什么可以抹黑的，我们中国就是用事实和实力来说话！！！,2021-01-18 05:20
358,确实，虽然有人说很多外国人来中国说爱中国是“财富密码”，但是人家毕竟是真实的反映了中国，宣传了中国，比起天天嘴上带人权的那些“高楼上的学者们”比起来，后者有点太单薄了吧。,2021-01-18 07:43
359,RT @iajZITVx0G7ema4: 达喀尔赛的扎克尔太棒了吧！新疆儿子娃娃🤩🤩🤩 https://t.co/jxFQqfg6Cp,2021-01-19 10:41
360,"RT @Timothy45472685: 新疆腾飞大厦对面小广场跳舞的小姐姐😉
Young lady dancing in the small square opposite Xinjiang Ascendas Building
#XinjiangOnline https://…",2021-01-20 08:52
361,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/bkIjhSQLvF ~+…,2021-01-21 03:03
362,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/daWBXLJoXq (&amp;~,2021-01-21 03:13
363,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/P5kkmBneli +^·,2021-01-21 03:18
364,"新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！
@Uyghurspeaker @uyghurproject @UyghurCongress @UyghurBulletin 
https://t.co/PSXpdEbXuR https://t.co/GsPgRoUVLh",2021-01-21 03:22
365,"新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！
@Uyghurspeaker @uyghurproject @UyghurCongress @UyghurBulletin 
https://t.co/ZH1arofYcd https://t.co/0HoYcJnoTh",2021-01-21 03:24
366,"RT @JanetOscar5: 新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！
https://t.co/d3QOR03hwy",2021-01-21 03:25
367,新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！https://t.co/0EGTzXrFX2 https://t.co/XT0rzIe1pV,2021-01-21 03:27
368,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/LVJSVDyA50 (—&amp;,2021-01-21 03:30
369,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/RSBTeM1oWM &amp;$`,2021-01-21 03:40
370,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/74daDdbzLQ +）`,2021-01-21 03:47
371,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/eEGNSTmrE9 ^·%,2021-01-21 03:49
372,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/Bpb688RwNO +·),2021-01-21 03:50
373,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/GIt2lh2kjh ~￥~,2021-01-21 03:54
374,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/Daa1pYbEvo `)+,2021-01-21 03:56
375,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/n9dwIOOs0d $…~,2021-01-21 04:05
376,新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！https://t.co/pBmGalb1Zt —)￥,2021-01-21 04:05
377,蓬佩奥以“撒谎、欺骗、偷窃”为荣，即将下台之际，不断发出充满冷战腐臭的“咆哮”，丧心病狂地大肆攻击抹黑新疆https://t.co/cITqSriQk2 https://t.co/UHQ8BWyAcB,2021-01-21 04:07
378,"RT @XinjiangOnline1: 无论你的家乡叫它什么
在新疆，这个小可爱就叫皮芽子！😎
No matter what you call it in your hometown
In Xinjiang, this little cute is called Pi Yaz…",2021-01-21 04:10
379,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/BkBCnQ5YhW ·%&amp;,2021-01-21 04:13
380,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/xS0R03KXaO )）^,2021-01-21 04:14
381,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/QdJW4COwzw ^)_,2021-01-21 04:27
382,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/wycZxsvEei ^^*,2021-01-21 04:28
383,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/i55fOugLUM （··,2021-01-21 04:36
384,@Soap37870569 来新疆,2021-01-21 04:49
385,"新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！
@Uyghurspeaker @uyghurproject @UyghurCongress @UyghurBulletin 
https://t.co/wJYVtqVcgi https://t.co/2QkO9meRQV",2021-01-21 04:51
386,新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！https://t.co/sOybNeFf3U *(),2021-01-21 04:53
387,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/y94SA38S4h ￥~+,2021-01-21 04:58
388,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/9vLH6Cnomv ~+^,2021-01-21 05:14
389,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/2pMU6gBysp `~(,2021-01-21 05:16
390,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/9t0ciLM6Xe $·),2021-01-21 05:26
391,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/JMd8boJeRB (）_,2021-01-21 05:37
392,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/DMgMGimLUm &amp;`*,2021-01-21 05:38
393,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/UJYwuGbn7L $%(,2021-01-21 05:39
394,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/cN1zwTGjZP &amp;）^,2021-01-21 05:52
395,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/KtCAKs1FH8 ·+&amp;,2021-01-21 05:53
396,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/OYzNKqAB0r )—*,2021-01-21 05:54
397,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/xNFCb6xwn5 %$`,2021-01-21 06:03
398,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/TTDcApdewo ($^,2021-01-21 06:11
399,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/4kipnRXzbj （)`,2021-01-21 06:14
400,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/TL7IfE2VLH —`$,2021-01-21 06:15
401,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/wV5rSrITyL (&amp;(,2021-01-21 06:15
402,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/skNifO4h13 ·—(,2021-01-21 06:16
403,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/uzq4yGp5UB ·￥~,2021-01-21 06:22
404,"RT @Claire520Claire: 新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！
https://t.co/FUuSht2nBr",2021-01-21 06:22
405,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/RpoIBOCODD *^—,2021-01-21 06:30
406,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/wWekUorJG3 ·&amp;$,2021-01-21 06:33
407,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/NVss9fHAEB *（(,2021-01-21 06:35
408,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/bxmJrLiQvr $…%,2021-01-21 06:37
409,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/IdotrJxkuc ^+）,2021-01-21 06:41
410,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/xN4G3yddds ·)`,2021-01-21 06:44
411,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/3774V52Cqi %+(,2021-01-21 06:56
412,新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！https://t.co/UZrs8KnQh9 ~(）,2021-01-21 07:26
413,新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！https://t.co/DAB0Bajnvg %_%,2021-01-21 07:30
414,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/05V5ZNSdZW )_~,2021-01-21 07:37
415,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/FR3vQMb8MW %)—,2021-01-21 07:43
416,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/xchDHeX16G （$）,2021-01-21 07:48
417,"即使人类前往无垠的沙漠，
沙漠的精灵也会热情的迎接，
中国西北的双头驼峰骆驼。
#Xinjiang #Xinjiangonline https://t.co/5wrNjBXzao",2021-01-21 07:48
418,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/L0ON6yyXqd (`_,2021-01-21 07:49
419,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/5mnV2toRrX …）￥,2021-01-21 07:51
420,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/CRz5CPEQBe )%…,2021-01-21 07:53
421,新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！https://t.co/df95ZjlyGi —·(,2021-01-21 07:58
422,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/oSv03ViP5s —_^,2021-01-21 08:01
423,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/CRw6YZp5et —·￥,2021-01-21 08:09
424,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/st9Mbwa210 )+）,2021-01-21 08:12
425,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/NO7gYR2cN0 …￥`,2021-01-21 08:15
426,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/rOYc4AAxM3 &amp;%·,2021-01-21 08:38
427,@Toad83514981 一个新疆本地人,2021-01-21 08:40
428,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/s2BnPTYlwj $—_,2021-01-21 08:44
429,"RT @AndrePa95172130: 杀死穆斯林人数最多的家伙们非常关注新疆穆斯林！这使我感到非常担心被压制，因为美国正在压制所有中国人，所有！😬
我在新疆，向世界发出警告信号！
地球不应该被一个国家独裁！
#StopXinjiangRumors！
https://t.co…",2021-01-21 08:47
430,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/XjyB6zD6w8 %$）,2021-01-21 08:49
431,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/4FyN3lrvDJ ￥&amp;·,2021-01-21 08:58
432,"新疆维吾尔自治区发布会痛批蓬佩奥：在他“政治遗毒”棺材上钉上最后一颗钉子！
@Uyghurspeaker @uyghurproject @UyghurCongress @UyghurBulletin 
https://t.co/wJYVtqVcgi https://t.co/PD4GCIFEsa",2021-01-21 09:04
433,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/dwjlkRkvWU +$—,2021-01-21 09:29
434,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/Fs8Q5pinP4 ^—…,2021-01-21 09:56
435,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/YeHWnjYYDm ))—,2021-01-21 09:56
436,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/5tzkRgnKPp +(),2021-01-21 10:19
437,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/JfxryA3so6 `%…,2021-01-21 10:23
438,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/lS4B5PB9IL (）^,2021-01-21 10:28
439,#XinjiangOnline #StopXinjiangRumors  #新疆 维吾尔自治区发布会痛批蓬佩奥  https://t.co/uucLAOMKLl —%(,2021-01-21 11:15
440,"RT @Tursunali_6: 看看普通新疆人是咋样评价你的，😏PP奥！
你们是真正的关心中国 XJ 的穆斯林吗？😏
你们只是想用谎言在新疆制造矛盾而已！😏
STOP @mikepompeo LIES！ https://t.co/C63VmzkAEO",2021-01-30 12:36
441,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/nQFW5qdg0l GBLT,2021-02-04 03:50
442,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/189DDCFmBI MDGJ,2021-02-04 03:50
443,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/ONQESg9Tog FMMH,2021-02-04 03:54
444,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/kw6uIOHSi1 ETYW,2021-02-04 03:56
445,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/R7VA9BEmDN HNGD,2021-02-04 03:58
446,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/ebm9VufRMZ NYUQ,2021-02-04 04:01
447,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/Vh5nbutqrW XREL,2021-02-04 04:10
448,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/fEVqqFHCYs KJHB,2021-02-04 04:17
449,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/VQJGS7sChe JCGN,2021-02-04 04:21
450,驻阿塞拜疆大使郭敏就新疆问题接受阿“观点”新闻网专访 https://t.co/kUIW5JhxXg CLUP,2021-02-04 04:35
451,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/ONQESg9Tog JSGM,2021-02-04 04:45
452,#Xinjiang “新疆是个好地方——面向驻日内瓦使团和联合国机构视频宣介会”举行   https://t.co/LkFtZmePMM MTKS,2021-02-04 04:47
453,驻阿塞拜疆大使郭敏就 #新疆 问题接受阿“观点”新闻网专访 https://t.co/tvMNsc4mto ZOVS,2021-02-04 04:48
